Title,Price,Neighborhood,URL,Ad Text Content
2010 Ford Ranger XLT 4x4 4WD Four Wheel Drive SKU:APA78191,"$8,991",please Call-please Confirm-please Come today *877-554-2958* eastside ,https://seattle.craigslist.org/est/ctd/d/medina-2010-ford-ranger-xlt-4x4-4wd/7446685934.html,"    🔑 Well buy your car, no purchase necessary 🔑 Mega selection of over 100,000 new & used vehicles online 🔑  No-hassle financing 🔑 Little to No Money Down in Many Instances 🔑 1Price used vehicles, no haggle, no pressure 🔑 Used vehicle 5-day return policy  ✔️ Great Credit ✔️ Bad Credit ✔️ No Credit ✔️ No Co-Signer ✔️ First Time Buyers ✔️ Recent Divorce ✔️  Discharged Bankruptcy ✔️ Multiple Repo's ✔️ Short Job Time ✔️ Foreclosure ✔️  Child Support ✔️ Student Loans ✔️  Zero No Money Down Payment ✔️  Negative Equity ┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅    ┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅    ⚠️ As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step.  ⚠️   You can immediately confirm availability of this vehicle by calling 📱 using this stock number:    ☎ (877) 554-2958 🚗 APA78191 4L V6 Cylinder Engine APA78191 None 184468 GRAY Automatic Silver Metallic  Subject to prior sale. Call to confirm availability.  Bellevue, WA 98004        If youre seeing this ad, it is likely that the vehicle IS for sale within the Autonation network. Our intent is to prevent you from showing up after the vehicle has been moved.  Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time.     If the post still has a phone number, we almost certainly still have the vehicle at one of your local Autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you.     No. We are not a buy here - pay here lot. However, because we are the largest retailer of New and Used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit.     Many customers actually take delivery While this isn't a possibility in every situation, it is often an option when transacting with an Autonation dealership.      We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either.  We'd love to purchase your vehicle regardless of age or mileage in most cases.     This is another very common situation that usually prevent you from trading your vehicle and taking delivery of your next New or PreOwned vehicle.     We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help.  We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure.     COPY AND PASTE the link and in this ad, and find the CONTACT US tab on the right side of the Showroom Page.  Just ask ""Where might I see this vehicle?"". Someone will respond promptly.     Yes. We have very simple process for this very common situation. Just give us a call.   As America's Largest Automotive Retailer we have thousands of other vehicles, Copy and paste the link below to view inventory from this and other nearby dealerships.  4.0L Sohc V6 Engine This vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 convertible coupe hatchback mini-van offroad pickup sedan truck suv wagon van fwd rwd awd 4wd gas diesel hybrid Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by email or phone for details & availability of incentives. Sales tax or other taxes, tag, title, registration fees, government fees, not included. $150 NEGOTIABLE SERVICE DOCUMENTARY FEE not included in quoted price. Pre-owned vehicle Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Vehicles may have unrepaired safety recalls. You can check recall status by VIN, at www.safercar.gov. A27FBAFAEA464DBBB650D168074EE06C 33756537 10220267 "
2019 Lexus ES ES 350 Sedan 4D sedan Red - FINANCE ONLINE,"$35,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-lexus-es-es-350-sedan-4d/7446696134.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Lexus* *ES* *ES* *Lexus* *ES* *Base* *Lexus* *ES* *ES* *300* *Lexus* *ES* *ES* *300H* *Lexus* *ES* *ES* *330* *Lexus* *ES* *ES* *350* *Lexus* *ES* *ES300* *Lexus* *ES* *ES300H* *Lexus* *ES* *ES330* *Lexus* *ES* *ES350* *Lexus* *ES* *ES* *300* *Lexus* *ES* *ES* *300H* *Lexus* *ES* *ES* *330* *Lexus* *ES* *ES* *350* *Lexus* *ES* *ES-300* *Lexus* *ES* *ES-300H* *Lexus* *ES* *ES-330* *Lexus* *ES* *ES-350* *Lexus* *ES* *Sedan* *Lexus* *ES* *Base* *Sedan* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2019 Tesla Model 3 Long Range Sedan 4D sedan Red - FINANCE ONLINE,"$49,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-tesla-model-long-range/7446696225.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Tesla* *Model* *3* *Base* *Tesla* *Model* *3* *Sport* *2dr* *Convertible* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2006 Toyota Highlander Sport Utility 4D,"$7,995",_Toyota_ _Highlander_ _SUV_ eastside ,https://seattle.craigslist.org/est/ctd/d/tacoma-2006-toyota-highlander-sport/7446846672.html,"  To get started, just complete our secure online credit application. We'll help you get pre-approved, making it even easier for you to shop for your next vehicle. Copy and Paste this link           ☎ Call or 📱 Text to find out more about this   -or-           (253) 785-3193            2006, 06, '06, Highlander, Sport Utility 4D, SUV, Sports Utility Vehicle, All American Motors, *All* *American* *Motors*, ~as3425_cl42~ "
2019 Subaru Ascent Limited Sport Utility 4D suv Blue - FINANCE ONLINE,"$42,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-subaru-ascent-limited/7446696212.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Subaru* *Ascent* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2018 Toyota Tundra CrewMax SR5 Pickup 4D 5 1/2 ft pickup Black -,"$45,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2018-toyota-tundra-crewmax-sr5/7446696217.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Toyota* *Tundra* *CrewMax* *2WD* *Truck* *Toyota* *Tundra* *CrewMax* *4WD* *Toyota* *Tundra* *CrewMax* *Access* *Cab* *Limited* *Toyota* *Tundra* *CrewMax* *Access* *Cab* *SR5* *Toyota* *Tundra* *CrewMax* *CrewMax* *Limited* *Toyota* *Tundra* *CrewMax* *CrewMax* *Toyota* *Tundra* *CrewMax* *CrewMax* *SR5* *Toyota* *Tundra* *CrewMax* *Double* *Cab* *Toyota* *Tundra* *CrewMax* *Double* *Cab* *Limited* *Toyota* *Tundra* *CrewMax* *Double* *Cab* *SR5* *Toyota* *Tundra* *CrewMax* *Regular* *Cab* *Toyota* *Tundra* *CrewMax* *SR* *Toyota* *Tundra* *CrewMax* *Platinum* *Toyota* *Tundra* *CrewMax* *electric* *hybrid* *Pickup* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2010 Ford Mustang Premium Coupe 2D,"$16,961",_Ford_ _Mustang_ _Coupe_ eastside ,https://seattle.craigslist.org/est/ctd/d/tacoma-2010-ford-mustang-premium-coupe/7446846839.html,"  To get started, just complete our secure online credit application. We'll help you get pre-approved, making it even easier for you to shop for your next vehicle. Copy and Paste this link           ☎ Call or 📱 Text to find out more about this   -or-           (253) 785-3193            2010, 10, '10, Mustang, Premium Coupe 2D, 2 Door Car, Coupe, All American Motors, *All* *American* *Motors*, ~as3425_cl42~ "
2013 BMW 3 Series 320i SKU:DK128586 Sedan,"$15,985",please Call-please Confirm-please Come today *877-554-2958* eastside ,https://seattle.craigslist.org/est/ctd/d/medina-2013-bmw-series-320i-skudk-sedan/7446855351.html,"    🔑 Well buy your car, no purchase necessary 🔑 Mega selection of over 100,000 new & used vehicles online 🔑  No-hassle financing 🔑 Little to No Money Down in Many Instances 🔑 1Price used vehicles, no haggle, no pressure 🔑 Used vehicle 5-day return policy  ✔️ Great Credit ✔️ Bad Credit ✔️ No Credit ✔️ No Co-Signer ✔️ First Time Buyers ✔️ Recent Divorce ✔️  Discharged Bankruptcy ✔️ Multiple Repo's ✔️ Short Job Time ✔️ Foreclosure ✔️  Child Support ✔️ Student Loans ✔️  Zero No Money Down Payment ✔️  Negative Equity ┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅    ┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅    ⚠️ As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step.  ⚠️   You can immediately confirm availability of this vehicle by calling 📱 using this stock number:    ☎ (877) 554-2958 🚗 DK128586 2L 4 Cylinder Engine Turbocharged DK128586 - 56030 Black Automatic Mineral White Metallic  Subject to prior sale. Call to confirm availability.  Bellevue, WA 98004        If youre seeing this ad, it is likely that the vehicle IS for sale within the Autonation network. Our intent is to prevent you from showing up after the vehicle has been moved.  Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time.     If the post still has a phone number, we almost certainly still have the vehicle at one of your local Autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you.     No. We are not a buy here - pay here lot. However, because we are the largest retailer of New and Used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit.     Many customers actually take delivery While this isn't a possibility in every situation, it is often an option when transacting with an Autonation dealership.      We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either.  We'd love to purchase your vehicle regardless of age or mileage in most cases.     This is another very common situation that usually prevent you from trading your vehicle and taking delivery of your next New or PreOwned vehicle.     We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help.  We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure.     COPY AND PASTE the link and in this ad, and find the CONTACT US tab on the right side of the Showroom Page.  Just ask ""Where might I see this vehicle?"". Someone will respond promptly.     Yes. We have very simple process for this very common situation. Just give us a call.   As America's Largest Automotive Retailer we have thousands of other vehicles, Copy and paste the link below to view inventory from this and other nearby dealerships.  Black; Dakota Leather Seat Trim,Mineral White Metallic,Heated Front Seats,Leather Seats,Bluetooth Connection,8-Speed Steptronic Automatic Transmission This vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 convertible coupe hatchback mini-van offroad pickup sedan truck suv wagon van fwd rwd awd 4wd gas diesel hybrid Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by email or phone for details & availability of incentives. Sales tax or other taxes, tag, title, registration fees, government fees, not included. $150 NEGOTIABLE SERVICE DOCUMENTARY FEE not included in quoted price. Pre-owned vehicle Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Vehicles may have unrepaired safety recalls. You can check recall status by VIN, at www.safercar.gov. A27FBAFAEA464DBBB650D168074EE06C 33829601 10222664 "
2019 Honda Civic Type R Touring Hatchback Sedan 4D sedan Gray -,"$41,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-honda-civic-type-touring/7446696259.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Honda* *Civic* *Type* *R* *Type-R* *Honda* *Civic* *Type* *R* *VTi* *Honda* *Civic* *Type* *R* *GTi* *Honda* *Civic* *Type* *R* *SiR* *Honda* *Civic* *Type* *R* *Hybrid* *Honda* *Civic* *Type* *R* *GX* *Honda* *Civic* *Type* *R* *Shuttle* *Honda* *Civic* *Type* *R* *CR-X* *Honda* *Civic* *Type* *R* *CR-X* *del* *Sol* *Honda* *Civic* *Type* *R* *Si* *Honda* *Civic* *Type* *R* *Concerto* *Honda* *Civic* *Type* *R* *HF* *Honda* *Civic* *Type* *R* *4-DR* *wagon* *Honda* *Civic* *Type* *R* *DX* *Honda* *Civic* *Type* *R* *5DR* *Coupe* *Hatchback* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2019 Mercedes-Benz GLC-Class GLC 350e AWD All Wheel SKU:KF545697,"$42,960",please Call-please Confirm-please Come today*425-224-3384* eastside ,https://seattle.craigslist.org/est/ctd/d/bellevue-2019-mercedes-benz-glc-class/7446697198.html,"    ☎ (425) 224-3384 🚗 KF545697 2L 4 Cylinder Engine Turbocharged KF545697 - 27667 Saddle Brown/Black Automatic BLACK   🔑 Well buy your car, no purchase necessary 🔑 Mega selection of over 100,000 new & used vehicles online 🔑  No-hassle financing 🔑 Little to No Money Down in Many Instances 🔑 1Price used vehicles, no haggle, no pressure 🔑 Used vehicle 5-day return policy  ✔️ Great Credit ✔️ Bad Credit ✔️ No Credit ✔️ No Co-Signer ✔️ First Time Buyers ✔️ Recent Divorce ✔️  Discharged Bankruptcy ✔️ Multiple Repo's ✔️ Short Job Time ✔️ Foreclosure ✔️  Child Support ✔️ Student Loans ✔️  Zero No Money Down Payment ✔️  Negative Equity ┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅    ┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅┅    ⚠️ As the nation's largest automobile retailer, vehicles are often moved from one dealership to another WITHOUT prior notice. We STRONGLY URGE you to call or email to verify availability of any used vehicle prior to coming in. With hundreds of dealerships and thousands of vehicles available nationwide, PLEASE don't waste your time by skipping this simple step.  ⚠️   You can immediately confirm availability of this vehicle by calling 📱 using this stock number:   Subject to prior sale. Call to confirm availability.  Bellevue, WA 98005        If youre seeing this ad, it is likely that the vehicle IS for sale within the Autonation network. Our intent is to prevent you from showing up after the vehicle has been moved.  Give us a call, let us physically touch it and confirm its availability. Well provide the local dealership name and address so that you dont waste your time.     If the post still has a phone number, we almost certainly still have the vehicle at one of your local Autonation dealerships. Simply dial the number above and we'll be happy to point you to the correct store. We may even bring the vehicle to a store near you.     No. We are not a buy here - pay here lot. However, because we are the largest retailer of New and Used vehicles in the U.S. we have access to banks and credit unions that can be a tremendous benefit to extremely challenged credit.     Many customers actually take delivery While this isn't a possibility in every situation, it is often an option when transacting with an Autonation dealership.      We need to buy cars from customers every day because of the huge demand in the used vehicle market. It isn't necessary for you to buy a vehicle either.  We'd love to purchase your vehicle regardless of age or mileage in most cases.     This is another very common situation that usually prevent you from trading your vehicle and taking delivery of your next New or PreOwned vehicle.     We've found that every single customer wants our bottom-line best price up front. Imagine going to a dealership and telling them ""don't tell me your best price, instead, keep going back and forth to your manager and waste as much of my time as possible, until we finally find your best price, and then try to guilt me into buying because you spent so much time with me"". If that's actually what you want, you may need help.  We put our bottom line lowest price on every pre-owned vehicle and then let you decide if, and when you want to buy it. No pressure.     COPY AND PASTE the link and in this ad, and find the CONTACT US tab on the right side of the Showroom Page.  Just ask ""Where might I see this vehicle?"". Someone will respond promptly.     Yes. We have very simple process for this very common situation. Just give us a call.   As America's Largest Automotive Retailer we have thousands of other vehicles, Copy and paste the link below to view inventory from this and other nearby dealerships.  Intelligent Hybrid Navigation & Multimedia Package,Leather Seating Package,Premium Package,3-Zone Climate Control,Leather Seats,Wheels: 19"" 5-Spoke Alloy W/Black Accents,Ventilated Front Seats,Manual Rear-Side Window Sunshades,Mb-Tex Dashboard W/Topstitching,Pre-Wiring For Rear Seat Ent & Comfort Adapter,Heat & Noise-Insulating Front Side Glass,Keyless Start,Bluetooth Connection,Cooled Front Seat(S),All Wheel Drive,Black,Black Fabric Headliner,Exclusive Interior,Light Brown Linden Wood Trim,Saddle Brown/Black; Leather Upholstery This vehicle includes a Money-Back Guarantee* and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. *Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 convertible coupe hatchback mini-van offroad pickup sedan truck suv wagon van fwd rwd awd 4wd gas diesel hybrid Accessories & color may vary. Dealer not responsible for errors or omissions. New vehicle pricing may already include applicable manufacturer incentives which may expire at any time & are subject to incentive qualification criteria & requirements. Manufacturer incentive data & vehicle features is provided by third parties & believed to be accurate as of the time of publication. Please contact the store by email or phone for details & availability of incentives. Sales tax or other taxes, tag, title, registration fees, government fees, not included. $150 NEGOTIABLE SERVICE DOCUMENTARY FEE not included in quoted price. Pre-owned vehicle Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply. Some used vehicles may have unrepaired safety recalls. You can check recall status by VIN, at www.safercar.gov. A27FBAFAEA464DBBB650D168074EE06C 33393701 10220377 "
2019 Lexus GS GS 350 F SPORT Sedan 4D sedan Gray - FINANCE ONLINE,"$45,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2019-lexus-gs-gs-350-sport/7446696267.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Lexus* *GS* *GS* *300* *Lexus* *GS* *GS300* *Lexus* *GS* *GS* *350* *Lexus* *GS* *GS350* *Lexus* *GS* *GS* *430* *Lexus* *GS* *GS430* *Lexus* *GS* *GS* *GS* *400* *Lexus* *GS* *GS* *GS400* *Lexus* *GS* *GS* *GS* *430* *Lexus* *GS* *GS* *GS430* *Lexus* *GS* *Base* *Sedan* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2016 Chevy Chevrolet Silverado 1500 Crew Cab Z71 LT Pickup 4D 5 3/4 ft,"$38,990",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2016-chevy-chevrolet-silverado/7446708081.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Chevrolet* *Silverado* *1500* *Crew* *Cab* *Chevy* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *HD* *Crew* *Cab* *LS* *Pickup* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LS* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LT* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LTZ* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *LT1* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *Crew* *Cab* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *XtraCab* *Chevrolet* *Silverado* *1500* *Crew* *Cab* *2500HD* *Classic* *Pick* *up* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2020 Tesla Model 3 Long Range Sedan 4D sedan Black - FINANCE ONLINE,"$52,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2020-tesla-model-long-range/7446708049.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Tesla* *Model* *3* *Base* *Tesla* *Model* *3* *Sport* *2dr* *Convertible* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
2014 Ford Edge SEL Sport Utility 4D suv GRAY - FINANCE ONLINE,"$22,590",TOUCHLESS DELIVERY TO YOUR HOME eastside ,https://seattle.craigslist.org/est/ctd/d/atlanta-2014-ford-edge-sel-sport/7446709792.html,"  During these uncertain times, Carvana is dedicated to ensuring safety for all of our customers. In addition to our 100% online shopping and selling experience that allows all customers to buy and trade their cars without ever leaving the safety of their house, we’re providing touchless delivery that make all aspects of our process even safer. Now, you can get the car you want, and trade in your old one, while avoiding person-to-person contact with our friendly advocates. There are some things that can’t be put off. And if buying a car is one of them, know that we’re doing everything we can to keep you keep moving while continuing to put your health safety, and happiness first. *Ford* *Edge* *SE* *Ford* *Edge* *SEL* *Ford* *Edge* *Sport* *Limited* *Ford* *Edge* *SEL* *Plus* *Crossover* *SUV* 2023  2022  2021  2020  2019  2018  2017  2016  2015  2014  2013  2012  2011  2010  2009  2008  2007  2006  2005  2004  2003  2002  2001  2000   23  22  21    19  18  17  16  15  14  13  12  11  10  09  08  07  06  05  04  03  02  01  00"
